id,gid,lg,na,bid,bna,bsl,stt,st,rat,rtxt,sri,rii,mna,dtim,avd,time_estimation,ac,adb,acr,acod,cav,mav,ism,isn,isd,dls,dch,dct,tch,mcc,mtyp,trc,ttyp,sl,an,aid,cus/0/id,cus/0/na,cus/0/sl,cus/1/id,cus/1/na,cus/1/sl,css,adc,att,amt,atbt,hsp,pdto,pri,act,pmsg,ttrev,trt,trts,des,iss,finalRank,dcl,smr,htd,htc,fm,inc,itg,ipt,ipos,gtl,Lon,Lat,ius,icr,iush,ust,usicon,uscom,uscomid,sha,shc,rgrl,ida,dtxt,otxt,mofs,mdis,ipa,ptxt,mpro,iccm,isVatInc,hrd,hasv,fids/0,fids/1,fids/2,fids/3,fids/4,fids/5,fids/6,fids/7,verticalType,verticals/0,mentyp,isub,isds,prtg,ctav,spd/cat,spd/type,spd/token,sldk,cld,tpvc,prom,ismgrtd,isfof,rnk/rtrk,rnk/orrk,rnk/acrk,rnk/frrk,rnk/rork,rnk/inrk,dhcvid,isTalabatPro,is_tpro,is_tstar,tstar_desc,sponsored_rank,cus/2/id,cus/2/na,cus/2/sl,cus/3/id,cus/3/na,cus/3/sl,fids/8,fids/9,fids/10,fids/11,fids/12,fids/13,fids/14,fids/15,verticals/1,ftgs/0,cus/4/id,cus/4/na,cus/4/sl,cus/5/id,cus/5/na,cus/5/sl,verticals/2,verticals/3,verticals/4,verticals/5
4083,0,rubyanna_restaurant_635931193677239982.jpg,Kuwait Shrimp Gulf,8171,"Rebyana, Hawally",rebyana-hawally,0,0,4,Very good,true,2,7,90,Within 90 mins,90 - 100 mins,true,true,true,false,false,false,false,false,false,Open,0.5,0,0,0,0,0,0,kuwait-shrimp-gulf,,,9,Seafood,,19,Kuwaiti,,"Seafood, Kuwaiti",,,,,true,2,,03/04/2016 18:24:38,,0,68 ratings,68,,false,143,,,false,false,false,false,false,false,false,autohero_Seafood_6.jpg,48.009194,29.342750,false,false,false,,,,0,7,2,false,false,,,0,0,false,,0,false,false,false,true,62,32,28,29,100002,100003,53,,0,0,1,false,false,2,0,,,,6.356,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,
4094,0,Zaina_Pies_Logo_635931521412581970.jpg,Zaina Pies,13223,"Zaina Pies, Salmiya",zaina-pies-salmiya,0,0,4,Very good,true,2,3,60,Within 60 mins,60 - 70 mins,true,true,true,false,false,false,false,false,false,Open,0.25,0,0,0,0,0,0,zaina-pies,,,24,Breakfast,,,,,Breakfast,,,,,true,2,,01/09/2017 00:28:21,,0,9 ratings,9,,false,143,,,false,false,false,false,false,false,false,autohero_Breakfast_7.jpg,48.061179,29.322513,false,false,false,,,,0,9,2,false,true,10% OFF orders above KD 15.00,10% OFF orders above KD 15.00,0,0,false,,0,false,false,false,true,62,32,28,29,100002,100003,53,,0,0,1,false,false,1,0,,,,1.89,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,
4113,0,Darobona_Logo_635946799950065394.jpg,Dar Obona,8225,"Dar Obona, Kuwait City",dar-obona-kuwait-city,0,0,4.2,Very good,true,2,6,75,Within 75 mins,75 - 85 mins,true,true,false,false,false,true,false,false,false,Open,0.5,0,0,0,0,0,0,dar-obona,,,19,Kuwaiti,,395,Arabic,,"Kuwaiti, Arabic",,,,,true,2,,03/10/2016 09:29:45,,0,204 ratings,204,,false,143,,,false,false,false,false,false,false,false,autohero_Kuwaiti_10.jpg,48.051224,29.202672,false,false,false,,,,0,4,1,false,false,,,0,0,false,,0,false,false,false,true,62,32,28,100003,53,,,,0,0,1,false,false,3,0,,,,15.197,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,
4132,0,Gonuts_Donuts__635935514677052232.jpg,Gonuts Donuts,8277,"Gonuts Donuts, Farwaniya",gonuts-donuts-farwaniya,0,0,4,Very good,true,2,4.5,90,Within 90 mins,90 - 100 mins,true,true,false,false,false,false,false,false,false,Open,0.5,0,0,0,0,0,0,gonuts-donuts,,,22,Desserts,,,,,Desserts,,,,,true,2,,03/16/2016 17:08:32,,0,150 ratings,150,,false,143,,,false,false,false,false,false,false,false,autohero_Desserts_7.jpg,47.913376,29.296167,true,true,false,,,Coka,1,6,3,false,false,,,0,0,false,,0,false,false,false,true,62,32,28,100002,100003,,,,0,0,1,false,false,0,0,,,,17.622,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,
4140,0,Tasty-Manosha_635936703684583565.jpg,Tasty Manosha,8264,"Tasty Manosha, Mubarakiya Camps",tasty-manosha-mubarakiya-camps,0,0,3.2,Good,true,1,7.9,60,Within 60 mins,60 - 70 mins,true,true,true,false,false,false,false,false,false,Open,0.5,0,0,0,0,0,0,tasty-manosha,,,24,Breakfast,,12,Sandwiches,,"Breakfast, Sandwiches",,,,,false,0,,03/15/2016 00:00:00,,0,10 ratings,10,,false,143,,,false,false,false,false,false,false,false,autohero_Breakfast_4.jpg,0,0,false,false,false,,,,0,84,1,false,false,,,0,0,false,,0,false,false,false,true,62,28,29,100002,,,,,0,0,1,false,false,0,0,,,,14.985,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,
4148,0,Forno-w-saj_635977263650202916.jpg,Forno W Saj,8636,"Forno W Saj , Salmiya",forno-w-saj-salmiya,0,0,3.3,Good,true,1,2.5,75,Within 75 mins,75 - 85 mins,true,true,false,false,false,true,false,false,false,Open,0.25,0,0,0,0,0,0,forno-w-saj,,,24,Breakfast,,13,Pizzas,,"Breakfast, Pizzas",,,,,false,0,,04/08/2016 16:20:00,,0,42 ratings,42,,false,143,,,false,false,false,false,false,false,false,autohero_Breakfast_1.jpg,47.975000,29.376028,false,false,false,,,,0,9,2,false,false,,,0,0,false,,0,false,false,false,true,62,28,100002,,,,,,0,0,1,false,false,0,0,,,,10.948,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,
4149,0,Urban-Bites_635968398453996008.jpg,Urban bites,8857,"Urban bites, Kuwait City",urban-bites-kuwait-city,0,0,4,Very good,true,2,4,60,Within 60 mins,60 - 70 mins,true,true,true,false,false,false,false,false,false,Open,0.5,0,0,0,0,0,0,urban-bites,,,15,Cafe,,24,Breakfast,,"Cafe, Breakfast, Frozen Yogurt",,,,,false,0,,04/25/2016 01:16:02,,0,115 ratings,115,,false,143,,,false,false,false,false,false,false,false,autohero_Cafe_9.jpg,47.980278,29.379028,false,false,false,,,,0,4,1,false,false,,,0,0,false,,0,false,false,false,true,62,28,29,100002,100003,53,,,0,0,1,false,false,1,0,,,,10.544,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,51,Frozen Yogurt,,,,,,,,,,,,,,,,,,,,,,,,
4152,0,Which_Wich__635940905752217596.jpg,Which Wich,9206,Which Wich - Hawally,which-wich-hawally,0,0,3.6,Good,true,1,0,87,Within 87 mins,85 - 95 mins,true,true,false,false,false,true,false,false,false,Open,0,0,0,0,0,0,0,which-wich,,,12,Sandwiches,,18,American,,"Sandwiches, American",,,,,false,0,,05/23/2016 23:53:58,,0,65 ratings,65,,false,143,,,false,false,false,true,true,true,false,Head_image_-_califor_636561230683059494.jpg,48.01297629999999,29.3472351,true,true,true,,logo_pepsi.png,Coka,1,7,2,false,false,,Free Brownie (1 Pc) with orders over KD 5.00,0,0,true,Free Brownie (1 Pc) with orders over KD 5.00,0,false,false,false,true,62,60,26,28,100001,100002,100004,53,0,0,1,false,false,0,0,,,,5.995,true,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,
4172,0,Lite-Bites_635972098383236436.jpg,Lite Bites,8643,"Lite bites, Hawally",lite-bites-hawally,0,0,3.9,Very good,true,2,5,60,Within 60 mins,60 - 70 mins,true,true,true,false,false,false,false,false,false,Open,0.5,0,0,0,0,0,0,lite-bites,,,18,American,,4,Italian,,"American, Italian, Sandwiches",,,,,false,0,,04/10/2016 09:47:39,,0,13 ratings,13,,false,143,,,false,false,false,true,false,true,false,autohero_American_6.jpg,48.028611,29.340556,false,false,false,,,,0,7,2,false,false,,,0,0,false,,0,false,false,false,true,62,28,29,100002,100003,53,,,0,0,1,false,false,0,0,,,,4.189,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,12,Sandwiches,,,,,,,,,,,,,,,,,,,,,,,,
4183,0,Little-bites-_635942430186080835.jpg,Little Bites,8339,"Little Bites, Dasma",little-bites-dasma,0,0,3,Good,true,1,0,85,Within 85 mins,85 - 95 mins,true,true,true,false,false,true,false,false,false,Open,0,0,0,0,0,0,0,little-bites,,,24,Breakfast,,22,Desserts,,"Breakfast, Desserts",,,,,true,2,,03/22/2016 11:30:41,,0,25 ratings,25,,false,143,,,false,false,false,true,true,true,false,autohero_Breakfast_1.jpg,48.02847,29.3403,false,false,false,,,,0,45,1,false,false,,,0,0,false,,0,false,false,false,true,62,32,26,28,29,100001,100004,53,0,0,1,false,false,3,0,,,,4.204,true,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,
4197,0,Beshtakhta_635992679440039393.jpg,Beshtakhta Resto café,8526,"Beshtakhta, Sharq",beshtakhta-sharq,0,0,2.9,Good,true,1,7.5,75,Within 75 mins,75 - 85 mins,true,true,true,false,false,false,false,false,false,Open,0.25,0,0,0,0,0,0,beshtakhta-resto-caf,,,19,Kuwaiti,,395,Arabic,,"Kuwaiti, Arabic",,,,,true,2,,03/29/2016 00:00:00,,0,3 ratings,3,,false,143,,,false,false,false,false,false,false,false,autohero_Kuwaiti_3.jpg,0,0,false,false,false,,,,0,48,1,false,false,,,0,0,false,,0,false,false,false,true,62,32,28,29,100002,,,,0,0,1,false,false,0,0,,,,14.985,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,
4203,0,Doner__B_boutique_635944407735677459.jpg,Doner & B Boutiqe,8370,"Doner & B Boutiqe, Kuwait City",doner-b-boutiqe-kuwait-city,0,0,3.7,Good,true,1,15,75,Within 75 mins,75 - 85 mins,true,true,false,false,false,true,false,false,false,Open,0.5,0,0,0,0,0,0,doner-b-boutiqe,,,332,Shawarma & Doner,,14,Burgers,,"Shawarma & Doner, Burgers, Breakfast",,,,,false,0,,03/24/2016 18:26:32,,0,202 ratings,202,,false,143,,,false,false,false,false,false,false,false,autohero_Shawarma&Doner_2.jpg,47.975905,29.37618,true,true,false,,,Coka,1,4,1,false,false,,,0,0,false,,0,false,false,false,true,62,28,100002,53,,,,,0,0,1,false,false,1,0,,,,10.861,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,24,Breakfast,,,,,,,,,,,,,,,,,,,,,,,,
4226,0,Baked_636009095773407009.jpg,Baked,9002,"Baked, Salmiya",baked-salmiya,0,0,4.2,Very good,true,2,0,150,Within 150 mins,150 - 160 mins,true,true,false,false,true,false,false,false,false,Open,2,0,0,0,0,0,0,baked,,,22,Desserts,,,,,Desserts,,,,,false,0,,05/08/2016 12:03:41,,0,13 ratings,13,,false,143,,,false,false,false,true,false,true,false,autohero_Desserts_10.jpg,48.051484800000026,29.2015401,false,false,false,,,,0,9,2,false,true,10% OFF orders above KD 10.00,10% OFF orders above KD 10.00,0,1,false,,0,false,false,false,true,62,27,623,628,28,100002,100003,100004,0,0,1,false,false,0,0,,,,15.319,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,
4328,0,Freshii_636141229571104267.jpg,Freshii,12438,"Freshii , Sabah Al-Salem",freshii-sabah-alsalem,0,0,3.6,Good,true,1,3.5,60,Within 60 mins,60 - 70 mins,true,true,true,false,false,false,false,false,false,Open,0.5,0,0,0,0,0,0,freshii,,,10,Healthy Food,,,,,Healthy Food,,,,,true,5,,11/10/2016 00:00:00,,0,55 ratings,55,,false,143,,,false,false,false,false,false,false,false,autohero_HealthyFood_6.jpg,48.08152319999999,29.2649018,false,false,false,,,,0,40,6,false,false,,,0,0,false,,0,false,false,false,true,62,32,28,29,100002,46,,,0,0,1,false,false,1,0,,,,8.369,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,
4351,0,Work-n-Rock_635968497790042670.jpg,Wok n Rock,8831,"Wok n Rock, Jabriya",wok-n-rock-jabriya,0,0,3.7,Good,true,1,0,60,Within 60 mins,60 - 70 mins,true,true,true,false,false,false,false,false,false,Open,0.5,0,0,0,0,0,0,wok-n-rock,,,2,Chinese,,397,Asian,,"Chinese, Asian, Japanese",,,,,false,0,,04/21/2016 00:00:00,,0,557 ratings,557,,false,143,,,false,false,false,false,false,false,false,autohero_Chinese_3.jpg,48.026750,29.325722,false,false,false,,,,0,24,4,false,false,,,0,0,false,,0,false,false,false,true,62,28,29,100002,100004,53,,,0,0,1,false,false,2,0,,,,4.623,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,1,Japanese,,,,,,,,,,,,,,,,,,,,,,,,
4368,0,Sultan-Sofrasi_635970275417940933.jpg,Sultan Sofrasi,8849,"Sultan Sufrasi, Ardhiya",sultan-sufrasi-ardhiya,0,0,3.6,Good,true,1,3.95,90,Within 90 mins,90 - 100 mins,true,true,true,false,false,true,false,false,false,Open,0.5,0,0,0,0,0,0,sultan-sofrasi,,,21,Turkish,,395,Arabic,,"Turkish, Arabic, Sandwiches",,,,,false,0,,04/23/2016 16:34:32,,0,121 ratings,121,,false,143,,,false,false,false,false,false,false,false,autohero_Turkish_1.jpg,47.912323,29.294544,false,false,false,,,,0,62,3,false,false,,,0,0,false,,0,false,false,false,true,62,28,29,53,,,,,0,0,1,false,false,3,0,,,,17.783,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,12,Sandwiches,,,,,,,,,,,,,,,,,,,,,,,,
4378,0,Torino_635979638604225746.jpg,Torino ,8988,"Torino , Maidan Hawally",torino-maidan-hawally,0,0,4.4,Very good,true,2,0,75,Within 75 mins,75 - 85 mins,true,true,false,false,false,false,false,false,false,Open,0.5,0,0,0,0,0,0,torino,,,22,Desserts,,,,,Desserts,,,,,false,0,,05/06/2016 13:58:42,,0,19 ratings,19,,false,143,,,false,false,false,false,false,false,false,autohero_Desserts_2.jpg,48.048139,29.337778,false,false,false,,,,0,33,2,false,false,,,0,0,false,,0,false,false,false,true,62,28,100002,100003,100004,53,,,0,0,1,false,false,2,0,,,,2.02,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,
4397,0,BROWN_DIAMOND_635977070585824776.jpg,Brown Diamond,8918,"Brown Diamond , Sharq, TMP",brown-diamond-sharq-tmp,0,0,4,Very good,true,2,0,75,Within 75 mins,75 - 85 mins,true,true,true,false,false,false,false,false,false,Open,3,0,0,0,0,0,0,brown-diamond,,,22,Desserts,,,,,Desserts,,,,,true,2,,04/30/2016 00:00:00,,0,65 ratings,65,,false,143,,,false,false,false,false,false,false,false,autohero_Desserts_5.jpg,47.992242,29.370016,false,false,false,,,,0,48,1,false,false,,,0,0,false,,0,false,false,false,true,62,32,28,29,100002,100003,100004,53,0,0,1,false,false,1,0,,,,8.924,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,
4421,0,Crumbs-Cafe-Eng_636008074080585547.jpg,Crumbs,9053,"Crumbs, Sabhan Industrial",crumbs-sabhan-industrial,0,0,4.1,Very good,true,2,0,75,Within 75 mins,75 - 85 mins,true,true,true,false,false,true,false,false,false,Open,0.5,0,0,0,0,0,0,crumbs,,,24,Breakfast,,14,Burgers,,"Breakfast, Burgers, Desserts",,,,,false,0,,05/11/2016 16:30:08,,0,64 ratings,64,,false,143,,,false,false,false,false,false,false,false,autohero_Breakfast_2.jpg,48.022416666666686,29.261972222222223,false,false,false,,,,0,109,6,false,false,,,0,0,false,,0,false,false,false,true,62,28,29,100003,100004,,,,0,0,1,false,false,3,0,,,,9.817,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,22,Desserts,,,,,,,,,,,,,,,,,,,,,,,,
4425,0,Farah_635983181902069509.jpg,Farah,9125,"Farah , Salmiya",farah-salmiya,0,0,4,Very good,true,2,0,75,Within 75 mins,75 - 85 mins,true,true,false,false,true,false,false,false,false,Open,0.4,0,0,0,0,0,0,farah,,,12,Sandwiches,,14,Burgers,,"Sandwiches, Burgers, Lebanese",,,,,true,3,,05/16/2016 21:27:16,,0,21 ratings,21,,false,143,,,false,false,false,false,false,false,false,autohero_Sandwiches_2.jpg,48.062139,29.335766,false,false,false,,,,0,9,2,false,true,50% OFF selected items,50% OFF selected items,0,2,false,,0,false,false,false,true,62,32,27,623,628,28,100002,100003,0,0,1,false,false,2,0,,,,0.569,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,3,Lebanese,,,,,100004,53,,,,,,,,,,,,,,,,,,
4500,0,Dukkan-Mubarak_635991712643994273.jpg,Dukkan mubarak,9135,"Amsterdam burger, Salmiya",amsterdam-burger-salmiya,0,0,3.6,Good,true,1,4,60,Within 60 mins,60 - 70 mins,true,true,false,false,false,false,false,false,false,Open,0.5,0,0,0,0,0,0,dukkan-mubarak,,,19,Kuwaiti,,395,Arabic,,"Kuwaiti, Arabic",,,,,false,0,,05/18/2016 09:04:45,,0,180 ratings,180,,false,143,,,false,false,false,false,false,false,false,autohero_Kuwaiti_8.jpg,48.048083,29.332889,true,true,false,,,Coka,1,9,2,false,false,,,0,0,false,,0,false,false,false,true,62,28,100002,53,,,,,0,0,1,false,false,0,0,,,,2.125,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,
4508,0,Sultan-36_635995101435022058.jpg,36 SULTANS,9113,"Sultan 36, Salmiya",sultan-36-salmiya,0,0,2.9,Good,true,1,4,60,Within 60 mins,60 - 70 mins,true,true,false,false,false,false,false,false,false,Open,0.25,0,0,0,0,0,0,36-sultan,,,21,Turkish,,332,Shawarma & Doner,,"Turkish, Shawarma & Doner",,,,,false,0,,05/15/2016 22:35:01,,0,26 ratings,26,,false,143,,,false,false,true,true,false,false,false,autohero_Turkish_6.jpg,48.071676,29.330495,true,true,false,,,Coka,1,9,2,false,false,,,0,0,false,,0,false,false,false,true,62,28,597,,,,,,0,0,1,false,false,3,0,,,,1.093,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,,,,,,,,,,,,,,,,hygiene,,,,,,,,,,
4547,0,Forsan-Almontakhab_636003917515248482.jpg,Forsan almontakhab,9195,"fursan almontakhab, Hawally",fursan-almontakhab-hawally,0,0,3.7,Good,true,1,4,60,Within 60 mins,60 - 70 mins,true,true,true,false,false,false,false,false,false,Open,0.5,0,0,0,0,0,0,forsan-almontakhab,,,249,Juices,,,,,Juices,,,,,false,0,,05/23/2016 14:20:39,,0,19 ratings,19,,false,143,,,false,false,false,false,false,false,false,autohero_Juices_1.jpg,48.025009,29.336487,false,false,false,,,,0,7,2,false,false,,,0,0,false,,0,false,false,false,true,62,28,29,100002,,,,,0,0,1,false,false,1,0,,,,4.591,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,
4564,0,Rashet-Fustuk_636003761621180636.jpg,Rashet Fustuk,9222,"Rashet Fustuk, Bneid Al Qar",rashet-fustuk-bneid-al-qar,0,0,4,Very good,true,2,0,60,Within 60 mins,60 - 70 mins,true,true,false,false,false,false,false,false,false,Open,0.5,0,0,0,0,0,0,rashet-fustuk,,,22,Desserts,,395,Arabic,,"Desserts, Arabic",,,,,false,0,,05/25/2016 13:34:18,,0,214 ratings,214,,false,143,,,false,false,false,false,false,false,false,autohero_Desserts_4.jpg,48.00712,29.3684,true,true,false,,,Coka,1,46,1,false,false,,,0,0,false,,0,false,false,false,true,62,28,100002,100003,100004,53,,,0,0,1,false,false,2,0,,,,7.348,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,
4575,0,Ban-Al-Sobh_635998688955120689.jpg,Ban al sobah,9240,"Ban al sobah, Ardiya",ban-al-sobah-ardiya,0,0,3.3,Good,true,1,4,60,Within 60 mins,60 - 70 mins,true,true,true,false,false,true,false,false,false,Open,0.5,0,0,0,0,0,0,ban-al-sobah,,,19,Kuwaiti,,24,Breakfast,,"Kuwaiti, Breakfast, Arabic",,,,,true,2,,05/26/2016 13:42:51,,0,97 ratings,97,,false,143,,,false,false,false,false,false,false,false,autohero_Kuwaiti_2.jpg,47.977417,29.375861,false,false,false,,,,0,48,1,false,false,,,0,0,false,,0,false,false,false,true,62,32,28,29,53,,,,0,0,1,false,false,3,0,,,,10.693,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,395,Arabic,,,,,,,,,,,,,,,,,,,,,,,,
4617,0,Biryani-Rubyan_636014232654180136.jpg,Biryani Rubyan,9338,"Biryani Rubyan, Mahboula",biryani-rubyan-mahboula,0,0,3.3,Good,true,1,4,60,Within 60 mins,60 - 70 mins,true,true,false,false,false,true,false,false,false,Open,0.5,0,0,0,0,0,0,biryani-rubyan,,,19,Kuwaiti,,395,Arabic,,"Kuwaiti, Arabic",,,,,false,0,,06/03/2016 11:13:13,,0,181 ratings,181,,false,143,,,false,false,false,false,false,false,false,autohero_Kuwaiti_5.jpg,48.112833,29.151972,false,false,false,,,,0,24,4,false,false,,,0,0,false,,0,false,false,false,true,62,28,53,,,,,,0,0,1,false,false,3,0,,,,21.366,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,
4619,0,IMG-20160617-WA0011_636017834369177910.jpg,May Flower,9339,"May Flower, Salmiya",may-flower-salmiya,0,0,3.5,Good,true,1,2.5,15,Within 15 mins,15 - 25 mins,true,true,true,false,false,false,false,false,false,Open,0.2,0,0,0,0,0,0,may-flower,,,400,Grocery,,18,American,,"Grocery, American",,,,,true,2,,06/03/2016 13:04:26,,0,127 ratings,127,,false,143,,,false,false,false,false,false,false,false,autohero_Indian_4.jpg,48.054503,29.322842,false,false,false,,,,0,9,2,false,false,,,0,0,false,,0,false,false,false,true,62,638,70,32,36,28,29,100000,3,0,2,false,false,1,0,,,,2.199,false,false,0,false,false,9206,1,1,25,4,141,,false,false,false,,9999,,,,,,,100002,53,,,,,,,,,,,,,,,,,,
4644,0,Max's1EN_636026360397156625.jpg,Max's Restaurant,10813,"Max's, Salmiya",maxs-salmiya,0,0,3.6,Good,true,1,4,60,Within 60 mins,60 - 70 mins,true,false,false,false,true,false,false,false,false,Open,0.5,0,0,0,0,0,0,maxs,,,397,Asian,,,,,Asian,,,,,false,0,,06/27/2016 14:57:32,,0,38 ratings,38,,false,143,,,false,false,false,false,false,false,false,autohero_Asian_1.jpg,48.01036,29.3423,false,false,false,,,,0,9,2,false,true,10% OFF orders above KD 4.00,10% OFF orders above KD 4.00,0,0,false,,0,false,false,false,true,62,27,623,628,100002,,,,0,0,1,false,false,0,0,,,,6.223,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,
5430,0,OMG-Sliders_636075559800500628.jpg,OMG! Sliders,10767,OMG! Sliders - Ardhiya,omg-sliders-ardhiya,0,0,3,Good,true,1,0,60,Within 60 mins,60 - 70 mins,true,true,true,false,false,false,false,false,false,Open,0.5,0,0,0,0,0,0,omg,,,14,Burgers,,18,American,,"Burgers, American",,,,,true,5,,06/22/2016 12:12:50,,0,558 ratings,558,,false,143,,,false,false,false,false,false,false,false,autohero_Burgers_4.jpg,47.9137,29.2967,false,false,false,,,,0,62,3,false,false,,,0,0,false,,0,false,false,false,true,62,32,28,29,100002,100004,53,,0,0,1,false,false,0,0,,,,17.571,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,
5435,0,Ostath-Nagroor_636028085865089189.jpg,Ostath Nagroor,10741,"Ostath Nagroor, Ardiya Small Industrial",ostath-nagroor-ardiya-small-industrial,0,0,3.7,Good,true,1,4,60,Within 60 mins,60 - 70 mins,true,true,false,false,false,false,false,false,false,Open,0.5,0,0,0,0,0,0,ostath-nagroor,,,9,Seafood,,19,Kuwaiti,,"Seafood, Kuwaiti",,,,,true,2,,06/20/2016 01:04:24,,0,245 ratings,245,,false,143,,,false,false,false,false,false,false,false,autohero_Seafood_5.jpg,47.911567,29.297411,false,false,false,,,,0,87,3,false,false,,,0,0,false,,0,false,false,false,true,62,32,28,100002,53,,,,0,0,1,false,false,2,0,,,,17.779,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,
5466,0,KhoKh-We-Meshmesh_636056581863615763.jpg,KhoKh We Meshmesh,11355,"KhoKh We Meshmesh, Maidan Hawally",khokh-we-meshmesh-maidan-hawally,0,0,3,Good,true,1,4,60,Within 60 mins,60 - 70 mins,true,true,false,false,false,false,false,false,false,Open,0.25,0,0,0,0,0,0,khokh-we-meshmesh,,,249,Juices,,22,Desserts,,"Juices, Desserts",,,,,false,0,,08/01/2016 14:08:42,,0,35 ratings,35,,false,143,,,false,false,false,false,false,false,false,autohero_Juices_8.jpg,48.088822,29.335825,false,false,false,,,,0,33,2,false,false,,,0,0,false,,0,false,false,false,true,62,28,53,,,,,,0,0,1,false,false,3,0,,,,2.52,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,
5501,0,THE-BAKERY_636036865981328538.jpg,The Bakery,10852,"The Bakery , Jabriya",the-bakery-jabriya,0,0,3.8,Very good,true,2,4,60,Within 60 mins,60 - 70 mins,true,true,false,false,true,false,false,false,false,Open,0.5,0,0,0,0,0,0,the-bakery,,,22,Desserts,,,,,Desserts,,,,,true,2,,06/30/2016 11:41:54,,0,20 ratings,20,,false,143,,,false,false,false,false,false,false,false,autohero_Desserts_2.jpg,48.02458,29.3227,false,false,false,,,,0,23,2,false,true,KD 3.00 OFF selected items,KD 3.00 OFF selected items,0,2,false,,0,false,false,false,true,62,32,27,623,628,28,100003,,0,0,1,false,false,3,0,,,,4.963,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,
5523,0,Juice-Lab_636039401982860730.jpg,juice lab,10935,"juice lab, Salmiya",juice-lab-salmiya,0,0,3.3,Good,true,1,0,81,Within 81 mins,80 - 90 mins,true,true,true,false,true,false,false,false,false,Open,0,0,0,0,0,0,0,juice-lab,,,249,Juices,,310,Beverages,,"Juices, Beverages, Desserts",,,,,false,0,,07/11/2016 11:47:17,,0,111 ratings,111,,false,143,,,false,false,false,true,true,true,false,autohero_Juices_7.jpg,48.081707,29.33356,false,false,false,,,,0,9,2,false,true,20% OFF orders above KD 5.00,20% OFF orders above KD 5.00,0,0,false,,0,false,false,false,true,62,27,623,628,26,28,29,100001,0,0,1,false,false,1,0,,,,1.803,true,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,22,Desserts,,,,,100002,100004,53,,,,,,,,,,,,,,,,,
